age,gender,genre1,genre2,genre3,suggested_genre
57,0,21,22,20,21
43,1,37,36,36,38
54,1,23,24,25,25
43,0,36,37,37,38
60,0,36,37,36,38
45,0,36,37,36,38
50,1,24,23,25,23
43,1,37,36,37,38
59,1,1,4,3,4
16,0,14,12,11,11
58,0,36,37,36,38
21,1,35,32,34,34
22,1,22,21,20,21
28,1,26,27,28,27
20,1,36,37,36,38
52,0,37,36,37,38
31,1,4,0,3,3
46,1,0,4,1,0
20,0,20,21,22,21
40,0,36,37,36,38
60,1,18,17,19,18
59,1,8,7,6,6
28,0,21,22,20,20
52,0,30,29,31,30
48,0,9,8,6,8
22,1,16,15,17,17
51,0,10,14,12,14
56,0,26,27,28,27
16,1,35,33,32,32
22,0,0,2,1,1
25,1,25,23,24,23
31,1,14,10,11,10
58,1,37,36,37,38
48,1,36,37,36,38
38,1,25,24,23,23
19,0,20,22,21,20
47,0,20,21,22,20
42,1,6,8,7,6
34,1,26,28,27,27
50,0,0,3,1,3
18,1,24,25,23,25
40,0,20,22,21,22
29,1,12,13,11,13
50,1,30,31,29,29
20,1,36,37,37,38
15,0,32,33,34,32
38,1,29,30,31,30
56,1,31,29,30,31
34,0,21,22,20,21
52,1,29,31,30,31
47,0,36,37,36,38
20,1,31,30,29,31
18,0,35,32,33,35
52,0,20,21,22,21
47,0,8,9,5,8
29,0,22,20,21,22
26,1,1,2,3,1
16,0,22,21,20,21
58,1,22,21,20,20
45,1,14,12,13,13
51,0,4,3,2,4
24,0,33,35,34,35
37,0,23,24,25,25
52,0,36,37,37,38
17,1,16,17,18,17
59,0,20,21,22,20
24,0,32,35,34,34
32,0,36,37,36,38
35,1,17,18,15,17
40,1,28,26,27,26
32,1,7,8,9,7
47,0,29,31,30,30
43,0,26,28,27,28
37,0,2,0,3,3
33,0,0,3,1,3
53,1,8,6,5,5
24,1,34,32,35,35
50,1,25,23,24,24
33,1,14,11,13,11
38,0,25,23,24,23
31,1,34,32,35,35
42,0,36,37,36,38
24,1,11,10,14,14
28,0,27,28,26,26
40,1,20,22,21,22
49,1,37,36,36,38
23,0,24,25,23,24
33,1,24,25,23,25
19,1,2,0,1,2
27,1,29,31,30,29
20,0,22,20,21,22
54,0,16,18,19,16
19,1,0,4,3,3
38,0,27,28,26,28
20,0,16,15,19,19
60,0,31,29,30,29
30,1,23,24,25,24
35,1,36,37,37,38
50,0,22,20,21,22
23,0,15,17,16,17
41,0,23,25,24,25
42,0,34,33,32,33
21,1,33,34,32,32
36,0,21,20,22,20
44,0,16,19,18,16
30,1,8,6,7,8
42,0,20,21,22,20
35,1,25,24,23,23
27,0,6,8,9,9
30,0,31,29,30,31
54,1,32,35,34,34
45,0,18,17,19,19
60,1,19,18,16,18
60,1,27,26,28,27
37,1,31,30,29,29
59,0,24,25,23,23
27,0,36,37,36,38
30,0,12,14,13,13
49,0,30,29,31,30
25,1,12,11,13,11
54,1,32,34,33,32
30,1,22,21,20,22
27,0,33,34,35,35
60,0,36,37,37,38
50,1,5,8,7,7
59,0,27,28,26,27
28,0,19,16,18,19
28,0,33,32,35,35
34,1,22,20,21,20
30,0,20,21,22,21
45,0,28,26,27,26
25,1,32,34,35,34
30,1,29,31,30,31
18,1,29,31,30,30
30,1,13,14,11,13
22,1,8,9,5,5
17,1,25,23,24,23
39,0,9,6,5,5
30,1,31,29,30,29
44,0,20,21,22,21
47,1,30,29,31,29
19,1,6,9,5,5
35,1,26,28,27,27
21,1,11,14,13,14
42,1,11,10,12,10
54,1,23,25,24,25
18,1,36,37,36,38
23,1,7,8,5,7
33,0,15,19,17,17
20,0,37,36,37,38
31,1,29,30,31,31
17,0,6,9,7,6
44,0,34,33,35,33
24,1,37,36,37,38
22,1,34,32,35,32
43,1,2,3,0,0
41,0,26,28,27,27
49,0,1,2,0,1
16,0,6,8,5,8
34,1,23,25,24,24
18,0,13,14,11,11
16,1,22,20,21,20
47,1,7,5,6,5
27,0,22,20,21,20
58,1,27,28,26,28
48,0,1,2,3,2
22,1,31,30,29,29
60,1,30,31,29,31
28,0,20,21,22,22
29,1,15,19,17,19
28,0,32,34,35,35
36,1,21,22,20,22
55,0,29,31,30,30
52,0,31,29,30,29
47,1,28,27,26,27
43,0,33,34,35,35
58,1,36,37,37,38
29,0,20,21,22,21
35,0,25,24,23,25
40,0,16,18,15,16
17,0,27,26,28,26
43,1,23,25,24,25
60,0,8,7,9,9
30,0,12,11,10,10
53,0,36,37,36,38
29,0,7,6,9,6
31,0,31,30,29,31
25,0,2,0,4,2
42,1,32,34,35,32
51,0,25,23,24,23
16,0,15,18,19,18
23,1,33,32,35,33
19,1,36,37,36,38
54,0,22,20,21,21
30,0,1,4,2,1
30,0,35,34,32,34
19,1,26,27,28,26
52,0,2,3,1,3
35,1,30,29,31,31
19,0,14,11,13,13
21,1,23,24,25,23
23,0,18,16,15,15
20,0,24,23,25,25
58,0,30,29,31,29
23,1,3,1,0,1
34,0,22,21,20,20
40,1,28,26,27,26
28,0,16,19,15,15
54,0,35,33,32,32
57,0,0,2,4,4
39,0,19,15,17,15
48,0,18,15,16,15
23,1,8,7,5,5
18,1,35,34,32,32
48,1,23,24,25,23
44,1,9,7,5,9
53,0,37,36,36,38
22,0,25,24,23,24
47,1,37,36,37,38
49,0,31,29,30,30
19,0,11,14,13,14
17,0,37,36,36,38
35,1,34,35,33,34
20,0,29,30,31,31
16,0,21,22,20,20
60,1,37,36,36,38
41,0,14,12,10,10
33,0,25,24,23,23
32,0,14,11,12,12
29,0,9,6,5,6
41,1,30,31,29,31
33,1,27,26,28,27
46,1,9,5,6,9
49,1,3,1,0,3
22,1,25,24,23,25
26,1,35,32,33,33
56,1,29,30,31,29
16,1,31,30,29,29
33,1,16,15,18,18
54,1,23,24,25,24
54,0,30,31,29,29
19,1,33,35,32,32
25,0,7,6,5,6
15,1,4,1,3,3
39,1,3,1,4,3
44,1,23,24,25,23
19,1,3,4,0,3
42,1,37,36,37,38
15,1,31,29,30,29
57,0,29,31,30,29
49,0,37,36,37,38
59,0,22,20,21,21
30,0,8,5,6,6
33,1,24,23,25,24
43,0,22,20,21,21
20,0,28,27,26,26
26,1,33,32,35,35
52,0,14,13,10,13
51,1,19,15,18,15
60,1,21,20,22,22
58,1,36,37,36,38
56,1,36,37,37,38
22,0,7,8,5,5
51,0,7,6,5,7
55,1,32,34,35,32
48,1,31,30,29,30
37,0,36,37,37,38
52,1,34,33,35,34
44,1,27,26,28,27
25,1,7,9,8,9
17,0,27,28,26,27
43,0,10,14,12,12
41,0,25,24,23,24
34,1,1,4,2,1
52,1,37,36,36,38
48,0,19,15,17,15
44,1,29,30,31,30
55,0,28,27,26,26
17,0,36,37,37,38
55,1,30,31,29,31
28,0,20,22,21,21
51,1,24,23,25,23
18,0,21,22,20,20
34,0,5,6,9,5
34,1,22,21,20,21
30,0,11,13,14,11
52,1,12,11,10,12
30,1,13,10,14,13
22,1,6,7,9,9
51,0,7,6,9,9
40,1,21,20,22,22
19,0,10,12,14,10
55,1,17,16,18,16
34,0,34,32,33,34
28,0,22,21,20,20
44,1,34,32,33,33
36,1,20,21,22,21
47,0,8,7,6,6
40,1,17,18,16,16
44,1,36,37,37,38
17,1,34,33,32,32
18,1,10,13,14,13
28,1,37,36,37,38
16,0,36,37,36,38
54,1,35,33,34,34
52,1,5,8,6,6
57,1,12,13,10,13
41,1,37,36,37,38
19,1,13,14,11,13
25,0,22,21,20,20
40,0,10,12,11,12
32,1,36,37,36,38
52,1,35,33,34,33
18,0,14,11,12,11
32,0,35,32,34,35
28,0,7,9,5,9
45,1,31,30,29,30
34,1,0,1,2,0
18,0,25,24,23,25
18,0,33,34,35,34
15,0,27,26,28,26
18,0,17,15,16,16
30,0,30,31,29,30
29,0,8,5,9,9
25,1,15,18,19,15
27,0,10,11,13,13
46,0,34,32,33,33
28,0,6,9,7,9
35,0,12,10,11,10
39,1,35,32,34,32
55,1,22,21,20,21
50,0,24,23,25,24
60,1,18,17,16,16
58,0,25,23,24,24
52,1,13,14,12,14
51,0,19,17,15,17
43,1,37,36,37,38
45,1,13,14,11,14
44,0,23,24,25,24
17,1,3,2,4,2
15,0,27,28,26,26
30,0,21,20,22,20
27,1,20,22,21,22
35,1,26,27,28,26
40,0,34,32,33,34
23,1,3,1,2,3
43,0,9,6,5,6
54,1,23,24,25,24
55,0,18,17,16,18
37,1,12,14,10,14
33,0,32,33,35,35
41,0,27,28,26,27
36,0,29,31,30,30
47,0,18,19,16,16
53,1,21,20,22,21
28,0,0,2,3,2
35,1,26,27,28,26
48,1,34,33,35,33
60,1,20,22,21,20
39,1,30,31,29,30
52,1,31,30,29,31
23,0,2,3,4,4
46,1,24,25,23,24
49,0,29,30,31,31
27,1,28,26,27,28
38,0,31,30,29,31
59,0,0,2,4,0
15,1,13,10,11,11
60,1,20,22,21,22
31,1,32,33,34,34
21,0,21,20,22,22
51,1,34,32,35,32
15,0,37,36,36,38
48,1,35,34,33,34
15,1,10,13,14,14
15,0,7,6,5,6
33,0,35,33,32,35
37,1,21,22,20,21
29,1,8,6,9,8
28,0,29,31,30,31
30,1,8,9,5,5
31,1,19,17,18,18
17,1,18,19,17,19
37,0,23,25,24,25
20,0,24,25,23,25
41,1,33,34,32,32
60,1,16,17,19,17
31,1,22,21,20,21
33,1,24,25,23,25
45,0,2,3,1,2
50,1,4,1,2,4
35,1,27,28,26,28
19,0,9,7,6,7
57,1,28,26,27,27
36,0,36,37,37,38
37,0,22,20,21,20
26,1,14,13,12,12
56,1,20,21,22,20
27,1,12,14,11,14
35,1,34,35,32,32
23,1,24,23,25,25
55,1,19,15,18,18
31,1,22,21,20,22
39,0,16,17,15,16
43,0,31,29,30,30
37,0,6,5,8,8
47,0,23,24,25,24
20,0,8,5,6,8
46,1,24,25,23,25
49,1,35,33,34,34
45,1,20,22,21,22
50,0,25,24,23,24
24,1,11,13,10,11
36,1,31,30,29,30
49,1,36,37,36,38
32,0,19,17,15,17
16,1,19,17,16,19
15,0,23,25,24,23
55,0,27,26,28,26
41,1,21,20,22,20
39,0,21,22,20,22
23,0,22,21,20,22
24,1,3,0,1,0
16,1,25,24,23,24
22,1,36,37,36,38
32,0,17,15,16,15
30,0,37,36,37,38
47,0,4,0,1,1
54,0,22,21,20,21
47,1,37,36,36,38
18,0,17,15,18,18
32,1,22,20,21,21
55,0,14,12,11,11
23,0,14,12,10,14
30,0,1,0,3,3
30,1,20,21,22,20
30,1,16,19,15,16
19,0,34,33,35,33
42,1,31,30,29,31
37,0,8,9,5,8
49,0,18,19,16,19
23,1,6,8,9,6
21,0,27,26,28,27
16,0,30,29,31,29
42,1,18,19,17,18
28,0,9,6,8,8
47,1,36,37,37,38
23,0,35,33,34,33
55,0,30,29,31,31
18,1,26,28,27,27
40,0,6,9,8,9
29,0,8,7,9,7
19,0,35,34,33,35
18,0,26,28,27,26
53,1,31,30,29,29
36,0,17,19,18,19
31,1,23,24,25,24
20,1,35,33,34,33
23,1,28,26,27,27
39,1,26,28,27,28
36,1,3,0,2,3
25,0,10,13,14,13
40,0,15,19,17,15
17,1,33,34,32,34
27,0,26,28,27,26
22,1,21,22,20,21
54,1,27,26,28,27
42,1,14,11,12,11
17,1,13,14,11,13
24,0,27,28,26,28
44,0,12,11,10,11
34,0,32,35,33,35
58,1,26,27,28,28
35,1,13,12,10,10
22,1,28,26,27,27
47,0,22,21,20,22
56,1,20,21,22,21
17,0,28,27,26,27
48,0,37,36,36,38
19,0,34,32,35,32
32,1,34,33,32,32
30,0,30,29,31,29
17,0,8,9,6,6
30,0,19,15,17,15
48,0,20,22,21,22
55,0,6,9,7,9
32,1,33,32,34,33
46,0,4,1,3,3
19,0,31,30,29,29
41,0,20,21,22,21
58,0,23,24,25,25
59,0,37,36,36,38
42,1,19,18,15,15
46,0,20,21,22,20
30,1,30,31,29,30
19,0,37,36,37,38
27,0,20,22,21,20
44,1,26,27,28,28
17,1,33,35,34,35
39,1,35,34,33,34
56,1,21,20,22,21
29,1,33,34,32,34
16,0,25,24,23,24
58,0,31,30,29,31
57,1,36,37,36,38
37,1,29,31,30,29
29,1,5,9,6,9
51,1,28,26,27,27
17,1,14,10,13,14
46,0,26,27,28,28
17,1,19,15,17,17
15,0,35,33,34,33
35,0,31,29,30,31
45,1,19,16,18,16
55,1,28,27,26,28
45,1,0,4,1,1
20,1,18,19,15,15
45,1,25,24,23,23
25,1,6,5,7,6
25,0,20,21,22,22
53,0,32,34,35,32
28,1,28,26,27,26
21,0,13,12,11,13
40,1,18,15,19,19
17,1,18,17,19,19
30,0,36,37,36,38
49,1,31,30,29,29
46,0,36,37,37,38
40,0,36,37,36,38
29,1,36,37,36,38
24,0,33,32,34,32
59,1,27,26,28,26
46,0,33,32,34,33
57,1,23,25,24,25
32,0,37,36,36,38
27,0,21,20,22,20
43,1,37,36,36,38
29,1,22,20,21,21
33,0,20,22,21,21
47,1,33,32,35,32
34,1,21,22,20,20
35,1,26,27,28,27
36,1,29,30,31,30
56,1,37,36,37,38
58,0,23,24,25,24
42,1,30,31,29,31
32,0,35,34,33,33
43,1,12,13,14,14
17,1,12,14,13,12
48,1,8,6,5,8
19,0,32,35,34,35
43,1,37,36,36,38
59,0,9,8,5,9
58,0,24,25,23,24
60,0,37,36,36,38
39,0,37,36,36,38
39,1,4,1,0,4
19,1,25,24,23,24
33,0,31,30,29,29
16,1,19,16,18,18
44,0,32,33,35,35
41,0,28,26,27,28
45,0,36,37,36,38
16,0,3,1,0,1
52,1,28,26,27,28
15,0,31,29,30,31
51,0,27,28,26,26
29,1,21,22,20,22
43,0,22,21,20,22
46,0,14,11,13,13
18,1,7,5,8,5
25,0,10,12,13,10
54,0,32,34,35,35
45,0,21,20,22,20
59,1,24,25,23,23
23,1,28,26,27,26
48,1,23,24,25,23
56,1,26,27,28,26
23,0,36,37,37,38
35,1,36,37,36,38
36,1,32,34,35,35
44,0,21,20,22,21
41,0,25,23,24,23
42,1,34,32,33,33
38,0,4,2,3,4
31,0,11,13,12,11
28,1,36,37,37,38
31,0,31,30,29,29
24,1,20,21,22,22
42,1,12,13,10,12
40,0,37,36,36,38
35,1,22,21,20,21
35,0,36,37,37,38
53,1,1,3,4,3
44,0,11,10,12,11
55,1,7,9,5,7
47,1,29,31,30,30
22,1,21,22,20,21
34,0,23,24,25,23
32,0,28,26,27,27
28,1,29,31,30,29
33,0,6,7,8,6
33,0,37,36,37,38
43,0,32,33,35,35
49,1,33,32,34,34
49,1,17,18,19,19
32,1,36,37,36,38
29,0,23,25,24,24
37,0,3,1,0,3
51,1,14,10,11,10
32,1,18,19,17,19
22,0,10,13,14,10
22,0,28,27,26,27
29,1,27,26,28,28
34,1,31,29,30,31
56,1,20,21,22,22
35,1,23,25,24,23
52,0,10,11,13,10
38,1,5,8,9,5
23,1,6,8,7,8
19,1,37,36,36,38
36,0,5,7,6,6
44,0,21,20,22,20
46,1,5,9,8,5
54,1,27,28,26,27
48,0,19,16,15,19
46,1,33,35,32,32
59,0,20,21,22,22
23,0,4,0,2,0
36,0,30,31,29,31
17,0,8,9,6,6
46,0,27,28,26,27
27,1,16,15,18,18
21,1,22,20,21,20
16,1,27,26,28,27
20,0,1,3,4,4
33,1,9,5,7,5
59,1,12,11,10,12
20,1,23,24,25,25
23,0,31,29,30,30
18,1,3,2,1,2
20,0,14,11,10,10
45,0,28,27,26,27
57,0,20,21,22,22
16,1,1,3,4,3
54,1,16,19,15,16
28,0,7,6,5,7
51,0,35,34,32,34
27,0,26,27,28,26
21,0,0,2,1,0
35,0,28,26,27,26
37,1,29,30,31,31
43,1,7,8,6,7
48,1,30,29,31,31
39,1,29,31,30,31
21,1,16,19,17,16
49,1,37,36,36,38
25,0,32,34,35,34
51,1,3,0,2,3
20,1,27,28,26,26
43,1,23,25,24,24
51,1,22,21,20,20
40,1,32,33,35,33
34,1,15,19,16,15
16,1,0,3,2,3
38,0,2,1,4,2
27,1,26,28,27,26
49,1,19,17,15,15
25,1,30,29,31,29
18,0,17,15,19,19
15,0,16,18,17,17
40,1,37,36,36,38
52,0,20,21,22,20
38,1,30,31,29,31
30,0,7,5,6,7
31,1,21,20,22,22
34,1,28,27,26,27
16,1,34,35,33,34
45,1,24,23,25,23
51,1,13,14,11,14
60,1,27,26,28,28
33,1,35,33,34,35
45,1,10,14,12,14
36,0,23,25,24,23
47,0,37,36,37,38
44,0,36,37,37,38
20,1,18,15,19,18
35,1,34,33,32,34
36,1,36,37,36,38
16,1,2,4,0,0
19,1,1,4,3,1
15,1,23,24,25,25
58,0,10,14,13,14
59,0,3,4,1,1
32,0,31,29,30,29
34,1,16,15,17,17
44,1,28,26,27,28
36,0,35,32,34,34
44,0,28,26,27,26
41,1,24,23,25,23
46,0,30,31,29,31
17,0,17,19,15,19
40,0,7,8,6,7
36,0,0,3,1,3
18,0,21,22,20,20
57,1,20,22,21,22
20,0,10,14,12,10
26,1,20,22,21,22
55,1,12,14,11,11
51,0,14,10,13,13
18,1,5,7,6,6
17,1,32,33,34,32
56,1,1,4,2,4
49,1,16,17,15,15
38,1,30,31,29,30
43,0,14,12,13,14
31,1,25,23,24,25
19,0,20,22,21,20
42,1,30,29,31,31
46,0,3,1,4,4
16,1,29,31,30,30
55,1,24,25,23,24
54,1,16,17,19,16
52,0,28,26,27,26
56,1,27,26,28,27
34,1,28,27,26,26
28,1,36,37,37,38
20,1,28,27,26,28
57,1,22,20,21,22
27,0,19,18,15,18
35,1,0,1,2,2
21,0,23,24,25,24
48,0,26,28,27,28
41,0,5,7,6,7
25,0,4,3,0,4
17,1,23,24,25,23
27,0,23,24,25,25
30,1,33,35,32,33
41,0,25,24,23,23
25,0,18,19,16,16
19,0,1,3,4,3
32,0,2,4,0,0
43,1,21,20,22,20
37,1,16,18,19,19
60,0,26,27,28,27
54,0,37,36,37,38
55,0,18,16,17,18
38,1,18,19,16,16
18,0,31,29,30,30
43,1,27,28,26,26
27,1,26,27,28,27
32,1,25,24,23,25
28,0,37,36,36,38
15,0,6,7,8,7
22,0,36,37,36,38
54,0,9,8,7,8
36,1,17,15,19,15
48,0,37,36,37,38
30,1,7,9,5,5
20,0,28,27,26,28
41,0,0,2,1,0
34,1,21,20,22,21
30,1,15,18,17,15
41,1,19,17,15,15
31,1,25,23,24,25
46,1,18,19,15,18
59,0,32,34,33,32
34,0,24,23,25,24
57,1,21,22,20,22
40,0,36,37,37,38
49,1,31,30,29,31
42,0,26,27,28,26
45,1,26,27,28,28
24,0,29,30,31,30
54,1,4,2,1,4
50,1,30,29,31,30
48,0,2,4,0,0
20,0,27,28,26,27
22,0,22,20,21,20
52,0,25,24,23,23
42,0,23,25,24,25
46,0,15,16,18,18
30,0,7,8,5,7
52,1,21,20,22,22
49,0,27,28,26,26
20,1,27,28,26,28
60,1,4,1,2,1
29,0,20,22,21,22
57,0,16,19,18,19
52,1,1,4,3,4
58,0,12,10,14,10
22,0,22,21,20,21
57,1,19,16,18,18
52,1,17,18,15,15
46,0,5,6,9,5
15,1,0,1,3,0
42,0,37,36,37,38
19,0,21,20,22,20
49,0,33,32,35,35
46,0,34,35,32,32
15,1,37,36,36,38
49,0,0,2,3,3
48,0,19,15,17,15
42,1,32,34,33,34
20,0,32,35,34,35
19,0,24,25,23,23
37,0,13,12,11,12
59,1,14,11,10,14
35,1,10,13,14,14
42,1,27,28,26,28
39,0,35,33,34,33
24,0,0,1,2,2
35,0,37,36,37,38
51,1,1,4,3,4
31,0,37,36,36,38
35,1,37,36,37,38
40,1,29,30,31,31
57,0,25,23,24,23
56,1,21,22,20,20
32,0,35,33,34,34
31,0,17,18,16,18
26,1,11,12,14,12
15,1,21,20,22,22
40,0,37,36,37,38
26,1,1,4,3,4
34,0,36,37,37,38
47,0,30,29,31,31
44,0,12,13,10,10
16,0,32,34,35,32
19,1,20,21,22,22
46,1,24,23,25,25
51,1,5,6,8,6
32,1,33,32,35,32
38,0,34,32,35,34
19,0,31,29,30,29
39,1,20,22,21,20
23,0,33,34,32,32
21,1,25,24,23,24
27,0,20,21,22,21
16,0,35,34,33,34
20,1,32,35,33,35
53,1,32,35,33,35
26,1,29,31,30,29
30,1,27,26,28,28
46,0,22,20,21,21
43,1,30,29,31,30
47,1,17,15,18,15
40,1,20,22,21,21
25,1,25,23,24,25
54,0,5,9,8,9
28,0,34,35,32,35
34,1,10,14,11,10
21,1,25,23,24,23
26,0,36,37,36,38
34,1,22,21,20,22
60,0,20,21,22,22
54,0,19,17,16,16
43,0,26,28,27,28
27,0,27,26,28,27
39,0,15,17,19,17
55,0,31,29,30,31
47,0,19,17,18,17
46,1,6,7,9,9
21,1,21,22,20,20
27,1,37,36,36,38
49,1,6,7,9,7
56,0,30,31,29,30
27,0,37,36,36,38
39,0,25,24,23,25
49,1,23,24,25,24
39,1,37,36,37,38
56,0,1,0,4,1
26,1,7,8,9,8
34,1,29,30,31,29
29,1,30,31,29,30
55,0,28,27,26,28
40,1,30,29,31,29
38,1,16,19,15,19
31,0,28,26,27,26
20,1,12,13,10,10
37,1,14,11,13,11
38,1,8,5,7,7
36,0,26,27,28,26
46,0,23,24,25,25
24,0,4,3,0,4
27,1,33,35,34,34
19,0,16,17,19,19
56,0,4,2,3,3
54,1,10,12,14,12
58,0,30,29,31,31
39,1,31,29,30,29
21,1,12,11,13,13
52,1,24,23,25,25
19,1,0,4,2,2
56,1,22,21,20,22
45,0,22,20,21,21
45,1,19,17,15,15
58,0,37,36,36,38
26,0,37,36,37,38
20,0,32,33,34,34
42,1,22,21,20,21
15,1,10,14,12,12
20,1,19,15,16,15
38,0,26,28,27,26
36,1,7,6,8,6
33,1,21,20,22,21
20,1,20,21,22,21
43,1,25,23,24,23
60,1,18,17,16,16
35,1,19,18,16,18
40,0,16,19,17,16
45,1,36,37,36,38
29,0,17,16,18,17
58,0,3,4,2,4
34,0,36,37,36,38
41,1,8,9,5,5
40,1,28,27,26,28
17,1,3,4,2,2
54,0,35,34,32,35
28,1,26,27,28,26
33,0,4,2,3,4
45,0,29,31,30,31
40,0,35,32,34,35
19,1,34,33,35,35
26,1,33,34,35,35
48,1,35,33,32,33
17,1,30,31,29,29
20,0,30,31,29,31
24,0,31,29,30,29
40,1,12,13,11,11
22,0,37,36,37,38
21,1,30,31,29,31
60,1,23,24,25,25
48,0,12,11,10,10
26,1,9,5,8,5
43,1,8,7,5,7
34,0,8,5,9,8
54,1,31,29,30,30
39,0,11,12,10,10
59,1,2,0,1,0
41,1,15,19,16,16
25,0,4,0,2,0
33,0,28,27,26,27
42,1,25,23,24,24
55,1,37,36,36,38
32,1,30,31,29,31
22,0,4,3,1,1
15,1,9,6,5,6
22,1,0,4,2,4
20,1,0,2,1,2
47,0,12,10,13,12
31,1,30,29,31,31
22,0,3,1,4,4
35,0,36,37,36,38
44,0,9,5,7,7
21,1,22,20,21,22
47,1,27,28,26,26
53,0,23,25,24,25
54,0,8,5,6,5
28,1,35,32,33,35
59,0,28,27,26,28
26,0,31,30,29,29
40,1,24,25,23,24
42,1,31,30,29,30
49,1,32,33,34,34
45,1,34,35,32,32
16,0,11,12,14,12
36,1,1,0,2,2
56,1,12,11,10,12
21,1,28,26,27,27
31,0,31,30,29,31
53,1,19,15,17,19
49,1,33,34,35,34
49,1,6,5,7,6
45,1,8,9,7,8
29,1,32,33,35,33
41,1,6,5,9,6
17,0,7,5,8,5
26,0,30,29,31,31
52,0,20,22,21,21
52,0,21,20,22,22
42,0,29,30,31,29
45,0,9,8,5,8
60,0,16,19,15,16
45,0,9,7,5,5
60,0,29,31,30,30
35,0,8,6,9,8
17,1,31,30,29,31
19,1,13,10,11,10
55,0,30,31,29,30
15,0,0,2,4,4
55,1,27,28,26,27
43,1,17,16,19,17
23,1,21,22,20,21
45,0,4,3,1,3
52,1,21,20,22,21
15,1,36,37,37,38
51,0,30,29,31,31
33,1,0,1,4,1
24,1,32,34,35,32
59,0,32,34,35,32
34,0,22,21,20,20
59,0,27,26,28,27
32,0,37,36,36,38
34,1,28,26,27,28
58,0,4,2,0,4
54,1,28,27,26,28
59,1,7,6,5,6
16,0,30,29,31,29
15,0,0,2,1,2
45,1,33,34,35,34
47,0,1,0,4,1
31,0,5,9,8,9
42,1,16,19,18,16
22,0,33,34,35,34
28,1,21,20,22,20
28,0,7,8,6,7
47,1,8,6,5,8
58,0,12,13,10,12
44,1,31,29,30,30
33,0,12,11,13,12
21,1,30,29,31,30
52,0,1,3,0,3
31,1,28,27,26,27
49,0,17,15,19,15
56,1,31,29,30,29
48,0,21,20,22,22
53,0,20,21,22,22
24,0,31,30,29,31
27,1,36,37,36,38
49,1,13,14,10,14
49,1,29,30,31,31
30,0,20,22,21,20
22,0,14,12,13,12
43,0,23,24,25,23
27,0,10,11,14,14
51,1,22,21,20,22
36,0,27,26,28,28
37,1,28,27,26,26
36,1,28,27,26,28
51,0,4,1,2,4
52,0,22,20,21,20
27,0,30,29,31,31
34,1,10,14,13,13
16,0,36,37,37,38
28,0,37,36,37,38
24,0,10,14,12,14
55,0,26,27,28,26
49,1,10,14,13,14
17,0,4,3,0,0
48,0,24,23,25,24
18,0,23,24,25,25
48,1,5,9,6,5
29,1,6,8,7,7
42,0,18,16,19,18
26,1,25,23,24,23
55,0,37,36,37,38
40,0,35,34,33,34
53,0,25,24,23,25
36,1,18,16,17,18
33,0,4,0,1,4
18,0,30,31,29,31
28,0,10,13,11,10
45,0,28,27,26,26
23,0,29,31,30,31
42,1,9,8,5,9
25,0,25,24,23,23
19,1,23,25,24,25
23,1,21,22,20,22
49,0,7,5,9,5
34,1,36,37,37,38
18,0,31,29,30,29
36,1,34,35,32,35
19,0,31,30,29,29
52,0,37,36,36,38
30,0,14,11,13,11
55,0,6,8,7,8
52,1,36,37,37,38
41,0,22,21,20,21
36,1,0,2,3,2
53,1,23,24,25,25
57,0,33,35,34,34
28,0,13,10,14,13
59,1,34,35,33,34
36,1,24,25,23,25
44,0,34,35,33,35
46,1,4,2,3,4
25,0,8,5,7,8
18,0,15,19,18,18
41,0,9,8,5,8
28,1,4,3,0,4
40,0,30,31,29,29
23,0,28,27,26,28
60,0,1,0,2,2
53,0,21,20,22,20
28,1,34,32,33,32
36,0,4,1,2,4
20,1,29,30,31,30
47,1,18,16,19,18
56,0,36,37,36,38
25,1,10,11,13,11
42,1,22,20,21,21
54,0,1,3,4,3
18,1,27,28,26,28
30,0,23,25,24,24
37,0,28,26,27,27
26,1,23,25,24,23
59,1,29,30,31,31
60,0,12,10,13,12
44,1,9,7,5,9
48,1,20,21,22,22
47,0,10,14,11,10
50,1,37,36,37,38
29,1,26,28,27,27
53,0,22,20,21,22
35,0,29,31,30,31
27,0,22,20,21,21
25,0,31,29,30,30
24,1,34,32,33,32
42,0,9,7,6,6
42,0,21,20,22,20
19,0,32,33,35,32
30,1,6,8,9,9
20,0,35,32,34,34
44,1,34,35,33,35
31,0,23,24,25,24
42,1,2,4,1,1
44,0,37,36,37,38
40,1,33,35,34,33
39,0,1,3,0,1
23,0,23,25,24,25
60,1,34,35,33,34
35,1,27,28,26,28
60,0,24,25,23,25
25,0,37,36,36,38
47,0,3,2,1,3
17,1,25,24,23,23
25,0,21,20,22,22
45,1,35,32,33,32
22,0,36,37,36,38
60,0,9,8,7,8
16,0,35,33,34,35
39,1,29,31,30,29
60,0,11,14,13,13
28,0,27,28,26,27
59,0,1,4,3,4
53,1,26,27,28,27
31,0,37,36,37,38
45,1,28,26,27,28
17,0,35,32,33,35
45,0,32,35,34,32
29,0,29,30,31,29
28,0,30,29,31,31
22,1,25,24,23,25
44,1,4,2,0,4
35,1,2,3,1,3
22,0,22,20,21,20
31,1,30,29,31,29
15,1,31,30,29,30
16,1,29,30,31,30
23,0,18,17,16,17
60,0,12,13,11,12
34,1,11,14,13,11
39,0,18,16,19,16
